Unnamed: 0,filename,len_in_sec,sr,num_hops,OVRL_raw,SIG_raw,BAK_raw,OVRL,SIG,BAK,P808_MOS
30662,/data/datasets/LRS3/trainval/oPBC15XYl3Q/50002.wav,1.408,16000,2,3.392521,3.8409467,3.8392954,3.051374260482457,3.4555395319311986,3.840513995539,3.307876
5264,/data/datasets/LRS3/trainval/mMDuakmEEV4/50019.wav,1.216,16000,1,2.7432797,3.655665,2.8142533,2.596854681517558,3.3460214836223314,3.0897043507371738,3.3783207
19839,/data/datasets/LRS3/trainval/bCGlWQnzDVE/50024.wav,2.56,16000,1,2.0285113,3.435393,1.9361354,2.030335102470216,3.2082670796510886,2.225920148274706,3.1039395
21730,/data/datasets/LRS3/trainval/uH0aihGWB8U/50002.wav,1.024,16000,7,3.275723,3.9276097,3.4734242,2.973711139615944,3.504758117425353,3.603865781972646,3.471388
29028,/data/datasets/LRS3/trainval/Hc6yiSFtoNo/50015.wav,3.712,16000,5,2.2987664,3.7549691,1.9566085,2.2525915638227403,3.405337231019471,2.2482530595192034,3.1119676
6735,/data/datasets/LRS3/trainval/bJ8Kq1wucsk/50002.wav,1.088,16000,8,3.078962,3.74114,3.344013,2.838406000775818,3.3970029960737405,3.510305849595345,3.322476
5871,/data/datasets/LRS3/trainval/cWYcXhMhJF4/50009.wav,6.08,16000,3,2.9875638,3.8727846,2.8940487,2.7745196728397,3.4734890076098237,3.158092576203385,3.695967
20583,/data/datasets/LRS3/trainval/0Y8SIzP01lw/50002.wav,6.208,16000,3,2.785096,3.7666378,2.615094,2.627680470488701,3.4122862653392123,2.9107829356032373,3.6689694
11339,/data/datasets/LRS3/trainval/vMwPTI54rqQ/50021.wav,5.568,16000,2,3.30734,3.8440313,3.6690109,2.9940693229264306,3.4570925764917204,3.7333283015929086,3.556991
3021,/data/datasets/LRS3/trainval/cWcVPpxezE0/50037.wav,6.208,16000,3,3.5852711,4.068355,3.7011063,3.1742740655563275,3.581446556309652,3.751609274545823,3.695432
18695,/data/datasets/LRS3/trainval/gZga0AmCGdE/50021.wav,1.728,16000,4,2.9986036,3.3082309,3.9551282,2.782362486129104,3.1249044320125074,3.9085830520853024,3.3310056
16326,/data/datasets/LRS3/trainval/MPMr5jPwA7I/50013.wav,1.6,16000,3,1.3638471,1.9392289,1.3774289,1.440714042565765,2.052555118172525,1.567004985805507,2.8223145
24924,/data/datasets/LRS3/trainval/SMBiP3G2Pzc/50001.wav,5.568,16000,2,3.4197545,3.753757,3.9507966,3.069342518546597,3.4047392276072546,3.906164950213068,3.5104997
16756,/data/datasets/LRS3/trainval/RBfdvib2irc/50001.wav,3.456,16000,4,1.9356489,3.4796228,1.7909251,1.9504343694491768,3.236506613350926,2.0613671070641524,3.0619187
6517,/data/datasets/LRS3/trainval/LkOmfSSQLgI/50005.wav,3.328,16000,4,3.3582723,3.9561443,3.625232,3.0289529950805867,3.5206984611619787,3.706457000101726,3.4032874
26824,/data/datasets/LRS3/trainval/7DLzXAjscXk/50004.wav,2.688,16000,1,3.1221726,4.063952,3.0447292,2.8691239277111658,3.5798073984296512,3.2827761964525157,2.9747558
18028,/data/datasets/LRS3/trainval/DBoShCrKfLQ/50012.wav,1.92,16000,6,2.800453,3.872981,2.8179781,2.6388366468280986,3.4739079718463866,3.0917215814784678,2.9870434
16630,/data/datasets/LRS3/trainval/z0HsPBKfhoI/50002.wav,6.08,16000,3,3.651984,3.9479878,4.0215592,3.217265464631444,3.51624741701425,3.945791157617296,3.503149
21437,/data/datasets/LRS3/trainval/wSepGxx36To/50013.wav,6.016,16000,3,3.9467857,4.173331,4.334559,3.3945217346018244,3.637639691328495,4.105058355702049,3.7973595
15778,/data/datasets/LRS3/trainval/zMAU8SY8pMs/50001.wav,2.88,16000,2,3.3912392,3.8943877,3.7365766,3.050669534560731,3.4855315619127287,3.7780680746866655,3.344889
